MICS_CO,MICS_NH,MICS_NO,BME_RAW_ADC,BME_REAL_ADC,SCD_CO2,SCD_TEMP,SCD_HUM,MQ5_VOLTAGE_MV,MQ5_GAS_DETECTED,label
2089,34,43,215867,308518,4934,50,46,1738,1,C_fire
2157,32,43,216866,311630,5170,51,44,1774,1,C_fire
2202,33,45,216896,312051,5181,53,45,1778,1,C_fire
2185,33,45,216902,311672,5203,53,44,1800,1,C_fire
2186,33,43,216786,312689,5244,53,44,1826,1,C_fire
2245,33,45,217098,313720,5340,52,46,1821,1,C_fire
2214,35,44,217106,313879,5381,52,46,1827,1,C_fire
2181,35,44,217232,313312,5308,54,46,1796,1,C_fire
55,21,29,201557,251540,481,25,41,819,0,A_fire
64,21,30,201305,251065,473,26,40,816,0,A_fire
80,22,31,201315,251064,450,25,39,827,0,A_fire
93,21,30,201296,251530,464,26,40,832,0,A_fire
55,21,30,201479,251000,459,26,41,809,0,A_fire
90,21,29,201662,251338,473,25,39,810,0,A_fire
79,21,29,201323,251902,484,26,40,810,0,A_fire
64,22,30,201836,251954,544,25,39,812,0,A_fire
100,22,31,201825,252992,601,25,40,836,0,A_fire
139,23,30,201817,253210,683,25,40,851,0,A_fire
197,23,31,202186,254393,736,28,39,860,0,A_fire
228,24,32,202393,255917,867,26,40,861,0,A_fire
249,23,32,202813,256948,933,28,39,897,0,A_fire
324,25,32,202869,258249,1060,29,40,896,0,A_fire
405,25,33,203339,260345,1179,30,41,924,0,A_fire
457,25,31,203571,261588,1290,31,42,920,0,A_fire
534,25,33,203921,263555,1487,31,41,948,0,A_fire
556,26,32,204589,265555,1635,32,40,1002,0,A_fire
660,27,35,204847,266956,1759,32,40,1006,0,A_fire
776,25,34,205388,269927,1967,33,41,1021,0,A_fire
767,26,35,205669,270682,2056,34,40,1031,0,A_fire
905,27,36,205817,273606,2277,36,41,1081,0,A_fire
961,27,37,206420,275492,2491,36,41,1091,0,A_fire
1019,29,35,207046,277857,2615,37,43,1131,0,A_fire
1140,28,36,207488,280093,2831,38,41,1166,0,A_fire
1269,30,38,208100,283495,3076,38,42,1197,0,A_fire
1333,29,37,208560,284205,3200,41,43,1190,0,A_fire
1412,31,39,208658,286620,3370,41,42,1248,1,A_fire
1529,30,39,209396,289951,3606,44,42,1281,1,A_fire
1598,30,38,209707,291468,3732,43,41,1277,1,A_fire
1698,32,39,210233,293324,3914,46,43,1298,1,A_fire
1771,32,40,210449,295902,4078,47,44,1331,1,A_fire
1870,32,40,211605,299288,4374,47,43,1368,1,A_fire
1969,32,40,211837,301085,4521,49,42,1414,1,A_fire
2071,33,41,212445,303835,4732,49,42,1435,1,A_fire
2080,33,43,212553,304342,4825,49,43,1424,1,A_fire
2185,35,43,213256,307822,5082,51,43,1465,1,A_fire
2298,35,44,213594,309691,5263,52,43,1501,1,A_fire
2311,36,45,213797,310018,5262,51,43,1512,1,A_fire
2332,36,43,213728,311512,5331,53,43,1508,1,A_fire
2456,35,43,214686,314917,5642,54,43,1549,1,A_fire
2424,38,46,214474,313546,5578,54,45,1545,1,A_fire
2422,38,46,214849,314820,5644,55,45,1568,1,A_fire
2479,36,44,215048,316798,5802,54,43,1564,1,A_fire
2588,36,45,215484,318875,5993,56,44,1591,1,A_fire
2510,39,45,215101,317957,5917,55,43,1592,1,A_fire
2555,39,46,215947,320275,6079,57,43,1635,1,A_fire
2558,38,47,215770,319587,6045,57,44,1619,1,A_fire
2595,37,47,215880,320991,6140,58,43,1614,1,A_fire
2645,37,47,216116,322080,6217,57,44,1656,1,A_fire
52,21,29,201374,250975,447,25,41,805,0,normal
52,21,30,201350,250995,451,26,40,798,0,normal
49,21,31,201415,250932,443,26,41,803,0,normal
52,22,29,201269,251073,442,26,41,804,0,normal
50,21,29,201531,251021,454,25,40,812,0,normal
50,21,30,201593,250977,449,25,40,804,0,normal
54,21,31,201385,251045,445,25,40,809,0,normal
52,23,29,201516,251062,447,25,41,814,0,normal
54,21,29,201445,250949,448,25,41,809,0,normal
54,22,30,201652,251102,456,26,41,810,0,normal
53,21,29,201746,251026,451,25,41,811,0,normal
54,23,29,201586,251023,459,25,40,819,0,normal
54,23,30,201708,251106,452,25,40,818,0,normal
54,22,28,201705,251089,461,25,41,816,0,normal
53,21,30,201659,251133,455,25,41,818,0,normal
56,23,28,201641,250979,461,25,40,813,0,normal
54,23,29,201767,251028,455,24,41,815,0,normal
53,21,28,201852,251126,461,24,40,814,0,normal
53,22,30,201891,251191,455,24,41,822,0,normal
55,23,29,201826,251157,462,24,40,826,0,normal
53,24,30,201943,251179,458,25,40,822,0,normal
55,22,28,201975,251195,467,24,42,823,0,normal
54,24,28,201912,251230,464,24,42,816,0,normal
57,22,29,202041,251013,465,24,41,823,0,normal
56,23,30,202072,251188,465,24,41,823,0,normal
57,24,30,202106,251216,461,25,41,820,0,normal
58,24,30,201953,251083,472,24,41,822,0,normal
55,23,28,202047,251065,470,24,41,819,0,normal
54,23,28,202072,251031,473,24,42,831,0,normal
55,24,28,202022,251260,471,24,42,823,0,normal
58,22,28,202163,251212,469,24,41,824,0,normal
56,22,30,201982,251213,472,25,42,830,0,normal
55,23,30,202253,251083,469,25,42,823,0,normal
55,24,29,202141,251099,470,24,41,832,0,normal
59,22,30,202153,251106,474,24,42,827,0,normal
56,22,28,202138,251108,465,25,41,823,0,normal
58,24,30,202204,251213,463,24,41,822,0,normal
58,23,30,202061,251189,468,25,41,827,0,normal
55,23,28,202249,251145,468,25,42,826,0,normal
55,23,29,202158,251159,466,24,42,827,0,normal
59,22,29,202215,251067,466,24,42,821,0,normal
58,22,29,202218,251159,467,24,42,825,0,normal
56,24,28,202152,251158,464,24,41,825,0,normal
58,22,28,202172,251188,462,25,42,829,0,normal
54,23,28,202216,251000,474,24,41,827,0,normal
54,23,30,202060,251166,473,25,41,830,0,normal
56,23,29,202080,250987,463,25,41,822,0,normal
54,22,28,202106,251145,473,24,41,823,0,normal
54,23,30,202040,250960,466,24,41,827,0,normal
56,23,29,202007,251071,471,24,41,820,0,normal
87,21,29,201785,251000,474,25,39,808,0,B_fire
72,23,31,201551,251043,485,25,39,805,0,B_fire
98,23,31,201581,251000,474,26,41,809,0,B_fire
55,22,30,201468,251246,457,26,40,811,0,B_fire
95,22,29,201790,251000,471,26,39,819,0,B_fire
65,21,29,201805,251086,499,25,41,815,0,B_fire
88,21,30,201525,251349,478,25,40,821,0,B_fire
119,23,30,201771,251801,530,26,41,811,0,B_fire
131,23,29,201950,252812,556,25,41,839,0,B_fire
145,22,32,202252,252844,630,27,41,837,0,B_fire
140,22,30,202219,254257,674,26,41,843,0,B_fire
174,24,31,202587,255211,764,26,40,845,0,B_fire
238,24,32,202855,256001,838,28,42,866,0,B_fire
282,25,31,202786,257405,929,28,42,892,0,B_fire
319,24,31,203015,258589,1036,29,40,889,0,B_fire
350,26,34,203444,259763,1120,29,40,895,0,B_fire
382,26,32,203891,261603,1207,30,40,921,0,B_fire
406,26,33,204172,262726,1320,30,42,948,0,B_fire
520,27,34,204310,264449,1450,30,43,986,0,B_fire
582,27,35,204955,266437,1594,31,42,982,0,B_fire
584,28,36,204967,267783,1682,33,43,991,0,B_fire
663,27,37,205659,270176,1882,32,42,1044,0,B_fire
714,30,35,205978,271924,2009,35,44,1060,0,B_fire
753,30,36,206268,273237,2090,34,43,1078,0,B_fire
874,29,38,206665,276189,2302,36,42,1097,0,B_fire
936,30,39,207190,277943,2395,36,44,1132,0,B_fire
996,32,39,207879,280133,2560,39,44,1133,0,B_fire
1068,33,39,208319,281662,2741,37,43,1176,1,B_fire
1087,32,39,208268,283191,2841,38,45,1182,1,B_fire
1177,33,41,209211,285834,3034,41,46,1206,1,B_fire
1203,33,40,209239,287303,3109,41,46,1226,1,B_fire
1254,35,43,209451,288414,3166,42,44,1250,1,B_fire
1364,36,41,210112,291892,3417,43,45,1292,1,B_fire
1375,36,42,210216,292110,3443,43,47,1282,1,B_fire
1455,36,43,210671,294440,3603,44,45,1310,1,B_fire
1495,37,43,210918,295247,3687,44,47,1344,1,B_fire
1599,36,43,211528,298887,3935,47,46,1347,1,B_fire
1640,39,46,211803,299723,4030,46,48,1381,1,B_fire
1661,37,44,212183,301152,4109,47,48,1379,1,B_fire
1709,39,47,212370,302084,4163,47,46,1401,1,B_fire
1696,38,45,212658,302614,4240,48,48,1426,1,B_fire
1762,39,46,212888,304369,4359,50,47,1434,1,B_fire
1759,41,47,213225,305631,4421,50,47,1447,1,B_fire
1794,39,46,213216,305741,4473,49,48,1439,1,B_fire
1764,40,46,213430,306541,4505,49,48,1448,1,B_fire
1829,41,49,213516,308544,4628,50,48,1465,1,B_fire
1856,40,47,213790,308475,4635,50,49,1472,1,B_fire
1874,41,48,214132,310189,4791,52,49,1486,1,B_fire
1849,41,47,213577,308675,4627,51,47,1480,1,B_fire
1902,42,47,214322,310060,4806,50,48,1485,1,B_fire
78,22,29,201681,251018,484,25,40,832,0,C_fire
72,23,29,201505,251125,471,26,39,832,0,C_fire
55,23,30,201770,251609,469,25,40,812,0,C_fire
60,22,31,201850,251251,472,25,41,837,0,C_fire
55,21,30,201509,251013,499,25,39,822,0,C_fire
55,21,30,201649,251109,495,25,40,823,0,C_fire
70,22,29,201770,251328,522,25,40,830,0,C_fire
78,21,29,201973,252263,566,25,39,831,0,C_fire
153,22,29,202108,252555,576,25,40,848,0,C_fire
140,23,30,202062,253915,655,25,41,877,0,C_fire
199,24,31,202549,254502,745,27,41,878,0,C_fire
203,24,30,202785,255752,818,27,40,874,0,C_fire
276,24,32,203234,256851,895,28,39,915,0,C_fire
325,23,31,203128,257541,966,29,41,944,0,C_fire
335,23,33,203651,259237,1101,30,41,935,0,C_fire
368,24,33,203842,260824,1236,28,42,953,0,C_fire
428,24,32,204512,262263,1371,30,42,998,0,C_fire
493,24,33,205199,264567,1512,30,41,1028,0,C_fire
564,24,32,205350,265344,1602,32,40,1049,0,C_fire
665,24,34,205819,267322,1764,34,40,1066,0,C_fire
732,27,33,206219,269427,1904,32,42,1116,1,C_fire
786,26,34,206911,271686,2061,34,43,1143,1,C_fire
860,27,35,207316,274543,2284,35,43,1199,1,C_fire
954,28,36,208134,276108,2436,35,43,1222,1,C_fire
1018,27,37,208418,278388,2602,38,42,1263,1,C_fire
1049,27,37,208677,279404,2694,37,43,1272,1,C_fire
1142,27,36,209347,281643,2868,38,42,1314,1,C_fire
1247,30,37,209903,283924,3039,40,42,1361,1,C_fire
1341,28,38,210414,286392,3203,40,42,1392,1,C_fire
1408,29,39,211064,289143,3431,42,42,1445,1,C_fire
1468,30,40,211476,290706,3552,44,42,1465,1,C_fire
1551,31,39,212206,292248,3686,45,44,1498,1,C_fire
1570,32,41,212373,293908,3788,45,44,1485,1,C_fire
1631,31,41,212697,296115,3951,45,43,1555,1,C_fire
1725,31,41,213304,297781,4131,46,44,1554,1,C_fire
1785,33,41,213919,299133,4245,48,43,1591,1,C_fire
1857,31,43,214645,302571,4495,48,45,1668,1,C_fire
1903,33,43,214958,304314,4602,49,44,1677,1,C_fire
1979,34,44,215470,305402,4710,49,44,1676,1,C_fire
2025,32,44,215379,306435,4792,49,45,1692,1,C_fire
2110,33,43,216120,308894,4981,52,45,1744,1,C_fire
2117,33,44,216759,310497,5111,51,44,1764,1,C_fire
2121,33,45,216744,311578,5188,53,45,1774,1,C_fire
2151,34,44,216747,311033,5132,52,45,1794,1,C_fire
2173,34,43,216888,312232,5268,53,46,1787,1,C_fire
2143,34,46,216954,312573,5274,53,44,1807,1,C_fire
2142,34,45,216981,313528,5327,55,46,1805,1,C_fire
2261,35,44,217809,314896,5493,55,45,1847,1,C_fire
2176,34,45,217155,314299,5390,55,46,1815,1,C_fire
2269,34,44,217935,315806,5517,55,44,1853,1,C_fire
92,23,31,201566,251000,484,25,41,811,0,K_fire
55,21,31,201557,251479,488,26,40,806,0,K_fire
114,23,31,201602,251472,477,25,40,812,0,K_fire
55,22,30,201441,251251,475,25,39,829,0,K_fire
98,23,31,201582,251384,486,25,41,831,0,K_fire
86,21,32,201533,251207,488,25,39,820,0,K_fire
87,22,31,201786,251760,502,26,40,834,0,K_fire
101,22,32,201704,251984,526,25,39,839,0,K_fire
102,23,32,202231,252611,619,26,41,849,0,K_fire
166,21,33,202115,253786,649,25,39,860,0,K_fire
225,22,31,202536,254214,755,26,41,879,0,K_fire
222,24,32,202769,255690,829,28,41,872,0,K_fire
307,24,34,203297,257178,906,29,40,900,0,K_fire
288,22,33,203394,258682,1044,30,39,929,0,K_fire
380,25,32,203808,259783,1161,30,39,945,0,K_fire
435,23,35,204043,261594,1281,29,39,986,0,K_fire
455,25,34,204691,262674,1381,30,40,986,0,K_fire
521,26,36,204898,265676,1555,33,40,1014,0,K_fire
608,25,36,205667,267452,1747,33,41,1034,0,K_fire
708,26,35,206258,269088,1917,34,41,1073,0,K_fire
759,27,36,206303,271220,2026,35,42,1073,0,K_fire
843,26,37,207070,274077,2242,37,42,1118,0,K_fire
915,27,38,207652,275551,2343,37,40,1170,0,K_fire
997,27,39,207917,276831,2494,40,42,1186,0,K_fire
1083,29,39,208727,280339,2755,41,42,1241,1,K_fire
1133,28,38,209185,282278,2874,40,42,1235,1,K_fire
1215,28,41,210036,283977,3082,41,40,1299,1,K_fire
1313,30,39,210259,286658,3242,42,42,1295,1,K_fire
1390,30,40,210860,289031,3390,43,42,1349,1,K_fire
1460,29,43,211268,290639,3546,44,42,1353,1,K_fire
1559,32,43,212162,293958,3769,47,43,1407,1,K_fire
1689,31,44,212866,296462,3989,49,41,1426,1,K_fire
1775,33,43,213523,299022,4190,48,43,1494,1,K_fire
1809,32,43,213735,300255,4295,51,42,1495,1,K_fire
1898,31,43,214115,302392,4517,51,43,1530,1,K_fire
1973,34,45,214875,305325,4703,51,41,1584,1,K_fire
2018,34,44,214903,306207,4750,52,41,1595,1,K_fire
2034,33,47,215248,306338,4816,55,42,1596,1,K_fire
2116,33,46,216503,310959,5100,54,44,1627,1,K_fire
2146,34,48,216042,310776,5137,55,44,1632,1,K_fire
2232,34,46,216886,312993,5334,57,42,1671,1,K_fire
2311,35,48,217731,315393,5510,57,42,1700,1,K_fire
2298,34,49,217755,316218,5558,57,44,1729,1,K_fire
2255,36,47,217651,315029,5503,57,42,1726,1,K_fire
2277,37,49,217697,316977,5610,58,44,1744,1,K_fire
2307,35,50,217858,316940,5625,58,43,1755,1,K_fire
2355,35,49,218327,319680,5814,59,43,1783,1,K_fire
2341,36,48,218565,319455,5797,60,44,1754,1,K_fire
2298,36,48,218188,318444,5725,60,44,1760,1,K_fire
2393,37,48,218618,320440,5925,60,44,1791,1,K_fire
89,21,31,201388,251246,480,26,40,805,0,B_fire
71,23,29,201411,251142,450,25,39,824,0,B_fire
91,22,29,201400,251179,486,25,41,805,0,B_fire
55,22,30,201733,251184,459,25,41,805,0,B_fire
89,21,31,201463,251226,469,26,39,805,0,B_fire
97,23,31,201836,251125,475,26,41,808,0,B_fire
85,21,29,201515,251690,515,25,39,813,0,B_fire
92,22,29,201961,251697,538,26,39,815,0,B_fire
90,23,31,201937,252193,564,27,40,822,0,B_fire
121,24,31,201992,253115,633,27,40,832,0,B_fire
146,23,32,202391,253898,693,26,41,855,0,B_fire
209,24,31,202365,255312,774,27,41,875,0,B_fire
255,25,33,202582,255861,848,28,42,872,0,B_fire
285,23,32,202994,257816,942,29,42,882,0,B_fire
329,24,33,203344,258827,1028,28,40,907,0,B_fire
353,25,33,203345,260612,1134,29,41,929,0,B_fire
418,27,32,203762,262135,1257,28,42,929,0,B_fire
467,26,33,204099,263264,1358,29,41,963,0,B_fire
509,28,33,204758,265004,1497,31,42,985,0,B_fire
563,27,34,205144,267378,1643,32,42,1008,0,B_fire
621,28,37,205438,269331,1786,31,41,1014,0,B_fire
661,27,37,205462,270049,1879,34,43,1018,0,B_fire
740,29,36,206211,272778,2021,33,42,1056,0,B_fire
849,31,37,206842,274926,2206,35,43,1103,0,B_fire
864,29,37,206987,276339,2320,35,44,1108,0,B_fire
959,31,38,207183,278035,2421,36,43,1132,0,B_fire
1012,33,40,207861,280558,2612,38,45,1154,1,B_fire
1112,32,40,208372,282523,2786,36,44,1163,1,B_fire
1175,33,40,208734,285561,2940,38,43,1201,1,B_fire
1160,35,42,208836,285475,2987,39,46,1207,1,B_fire
1275,35,42,209644,287843,3167,39,45,1259,1,B_fire
1319,34,41,210160,290587,3391,40,45,1279,1,B_fire
1377,37,43,210149,291860,3428,42,44,1292,1,B_fire
1398,36,43,210649,293012,3562,43,47,1291,1,B_fire
1497,38,43,211065,296175,3709,43,47,1323,1,B_fire
1531,38,44,211534,297089,3800,43,45,1345,1,B_fire
1615,39,46,212175,300262,4068,45,46,1393,1,B_fire
1621,39,46,211868,300257,4078,46,46,1381,1,B_fire
1663,40,47,212460,302278,4220,44,46,1399,1,B_fire
1730,40,46,212944,305391,4433,47,46,1428,1,B_fire
1693,39,46,213177,304562,4370,47,46,1439,1,B_fire
1768,40,48,213601,306668,4546,48,47,1465,1,B_fire
1817,42,47,213864,308790,4645,47,46,1478,1,B_fire
1798,41,49,213592,308492,4652,48,47,1468,1,B_fire
1857,40,49,214232,310635,4783,49,47,1520,1,B_fire
1926,41,50,214253,311586,4854,47,48,1502,1,B_fire
1876,41,50,213798,309564,4710,49,49,1497,1,B_fire
1841,43,49,214139,309945,4733,50,48,1482,1,B_fire
1931,41,48,214583,312354,4945,49,48,1515,1,B_fire
1941,41,50,214491,313150,4985,49,48,1516,1,B_fire
80,21,31,201894,251357,498,26,41,822,0,C_fire
71,22,30,201646,251384,498,26,39,822,0,C_fire
67,23,30,201767,251466,457,25,40,835,0,C_fire
89,22,30,201721,251001,470,25,40,836,0,C_fire
102,23,29,201712,251243,489,26,40,816,0,C_fire
101,21,29,201660,251111,497,25,39,808,0,C_fire
111,22,29,201866,252043,486,26,41,814,0,C_fire
115,22,29,202148,252367,552,26,39,820,0,C_fire
122,23,31,202307,252441,591,25,39,839,0,C_fire
121,21,30,202230,253741,650,26,40,860,0,C_fire
212,24,30,202342,254285,716,25,39,874,0,C_fire
196,22,32,202635,255236,798,27,39,892,0,C_fire
283,24,31,203219,256620,909,28,41,900,0,C_fire
287,22,32,203526,257763,1015,28,42,940,0,C_fire
359,23,32,203991,259652,1150,28,40,950,0,C_fire
445,24,33,204432,261381,1240,30,41,998,0,C_fire
509,23,34,204479,262935,1411,31,40,993,0,C_fire
557,26,33,205144,264393,1520,30,42,1030,0,C_fire
590,24,34,205594,266527,1673,31,41,1046,0,C_fire
671,27,35,206257,269092,1819,33,41,1098,0,C_fire
777,25,36,206639,270682,1950,33,40,1139,1,C_fire
784,28,34,206822,272097,2098,35,41,1158,1,C_fire
905,26,35,207439,274518,2321,37,42,1206,1,C_fire
929,27,35,208065,276153,2394,37,43,1232,1,C_fire
1055,27,38,208729,278842,2616,39,42,1253,1,C_fire
1121,27,38,209197,280444,2793,40,43,1298,1,C_fire
1162,29,38,209574,282000,2910,40,41,1330,1,C_fire
1247,30,38,210017,284797,3118,41,42,1366,1,C_fire
1393,29,38,210725,287903,3353,43,43,1421,1,C_fire
1438,31,38,211618,290204,3524,43,42,1466,1,C_fire
1446,31,41,211853,291052,3598,45,44,1469,1,C_fire
1549,31,39,212585,293887,3808,43,42,1495,1,C_fire
1615,33,41,212769,294813,3895,46,43,1505,1,C_fire
1732,32,41,213475,298939,4188,46,44,1602,1,C_fire
1678,31,43,213389,299033,4196,47,44,1589,1,C_fire
1804,33,43,214241,300899,4342,47,43,1627,1,C_fire
1918,32,44,215189,305117,4663,48,45,1666,1,C_fire
1934,35,43,215146,305507,4752,49,44,1714,1,C_fire
1988,34,43,215795,306556,4817,51,45,1730,1,C_fire
1999,34,45,216246,308297,4959,50,43,1727,1,C_fire
2018,35,43,216323,308968,4999,51,45,1753,1,C_fire
2084,36,44,216712,311482,5204,52,46,1806,1,C_fire
2137,35,44,217276,313034,5301,52,45,1831,1,C_fire
2145,36,44,217364,313663,5317,53,44,1809,1,C_fire
2126,36,44,217043,313172,5331,53,45,1838,1,C_fire
2253,36,46,218017,316884,5567,54,45,1879,1,C_fire
2235,37,45,217679,315447,5492,55,45,1849,1,C_fire
2248,35,46,218238,317079,5633,55,46,1872,1,C_fire
2251,37,46,218401,317581,5652,55,46,1863,1,C_fire
2322,37,46,218472,317574,5662,55,46,1900,1,C_fire
55,23,29,201350,251387,450,26,41,831,0,A_fire
80,22,29,201670,251015,479,25,39,808,0,A_fire
67,23,30,201472,251416,457,26,41,806,0,A_fire
55,22,29,201309,251139,450,25,39,805,0,A_fire
55,23,31,201267,251548,455,25,40,816,0,A_fire
55,21,30,201551,251322,468,25,40,814,0,A_fire
72,21,30,201716,251665,484,25,39,820,0,A_fire
80,21,31,201701,251770,546,26,39,829,0,A_fire
150,22,29,201905,253130,571,27,40,838,0,A_fire
180,24,31,202094,253390,638,26,41,844,0,A_fire
225,23,32,202187,254499,774,27,41,859,0,A_fire
249,22,30,202245,255917,833,28,41,854,0,A_fire
269,22,31,202710,256929,950,28,39,883,0,A_fire
319,25,33,203144,258524,1061,28,41,904,0,A_fire
423,23,33,203511,260422,1239,30,41,921,0,A_fire
438,26,34,203861,261806,1352,29,41,935,0,A_fire
537,24,33,204101,264135,1525,30,40,969,0,A_fire
632,24,32,204344,266423,1663,31,41,975,0,A_fire
682,27,35,204744,267981,1799,34,42,1004,0,A_fire
760,25,34,205425,269976,1987,34,41,1022,0,A_fire
861,28,34,205746,272187,2145,35,42,1045,0,A_fire
949,27,34,205997,273894,2318,36,40,1083,0,A_fire
1041,28,37,206412,276189,2487,38,41,1104,0,A_fire
1117,30,37,207147,278866,2712,39,42,1143,0,A_fire
1253,30,38,207623,282017,2969,40,41,1168,0,A_fire
1252,29,39,207858,283171,3032,41,43,1196,0,A_fire
1348,29,38,208604,285364,3252,40,43,1206,0,A_fire
1487,32,39,209227,288333,3523,43,43,1243,1,A_fire
1606,31,38,209672,291126,3723,44,42,1298,1,A_fire
1696,33,41,210273,293629,3916,44,41,1309,1,A_fire
1783,33,39,210904,296374,4118,46,41,1353,1,A_fire
1818,32,42,211357,298032,4310,45,42,1366,1,A_fire
1917,35,43,211547,299960,4429,46,42,1367,1,A_fire
1996,35,41,212096,302513,4684,48,42,1426,1,A_fire
2001,35,43,212072,303148,4708,48,44,1416,1,A_fire
2113,34,43,212773,307228,4975,49,43,1451,1,A_fire
2245,37,43,213786,309386,5233,52,43,1512,1,A_fire
2243,37,44,213730,310838,5287,51,44,1497,1,A_fire
2241,36,45,213733,310649,5305,52,42,1510,1,A_fire
2311,38,44,214227,312154,5467,54,43,1551,1,A_fire
2446,38,44,215038,316032,5769,55,43,1566,1,A_fire
2424,37,46,214952,317295,5845,56,45,1593,1,A_fire
2516,39,47,215649,319381,6000,56,45,1602,1,A_fire
2611,38,47,215849,320813,6159,56,43,1623,1,A_fire
2630,37,45,216209,321413,6217,57,43,1634,1,A_fire
2661,39,46,216092,322256,6241,58,43,1664,1,A_fire
2647,39,48,216004,322251,6239,58,45,1655,1,A_fire
2685,40,47,216449,323568,6323,58,43,1668,1,A_fire
2580,38,47,216071,321480,6218,58,44,1627,1,A_fire
2655,38,46,216233,322450,6217,57,45,1630,1,A_fire
61,22,31,201680,251573,451,26,40,809,0,K_fire
73,22,31,201714,251210,474,26,40,805,0,K_fire
62,23,32,201641,251433,475,25,41,826,0,K_fire
57,23,30,201560,251000,464,26,39,817,0,K_fire
86,23,31,201496,251504,459,26,40,806,0,K_fire
62,23,32,201819,251068,477,25,39,832,0,K_fire
96,23,32,201765,251806,510,25,39,829,0,K_fire
136,23,32,201795,252280,531,25,41,836,0,K_fire
163,21,32,201982,252895,587,25,40,825,0,K_fire
183,24,31,202114,253550,672,25,41,852,0,K_fire
221,23,33,202317,254643,728,28,40,850,0,K_fire
216,24,32,202744,255889,841,26,40,903,0,K_fire
293,22,32,202921,257018,918,28,41,881,0,K_fire
309,24,32,203496,258930,1057,28,40,939,0,K_fire
380,24,32,203706,260061,1186,29,41,954,0,K_fire
455,25,35,204138,262131,1331,30,41,982,0,K_fire
519,24,34,204521,263930,1443,31,42,1000,0,K_fire
563,25,35,205184,265699,1547,33,42,1022,0,K_fire
673,25,36,205514,267539,1729,33,40,1061,0,K_fire
760,25,37,206305,270149,1927,33,40,1073,0,K_fire
795,25,36,206918,272043,2125,35,40,1093,0,K_fire
899,27,36,207193,273976,2228,36,40,1140,0,K_fire
996,27,37,208026,276235,2433,39,42,1189,0,K_fire
1069,29,38,208634,278577,2635,39,40,1213,1,K_fire
1136,28,38,208895,280552,2778,39,41,1213,1,K_fire
1239,28,40,209615,283708,3003,40,41,1268,1,K_fire
1241,29,39,209896,285217,3089,41,41,1275,1,K_fire
1395,29,41,210648,288174,3395,43,43,1346,1,K_fire
1449,29,42,211383,291311,3599,44,43,1390,1,K_fire
1495,32,42,211748,292041,3660,45,43,1392,1,K_fire
1540,31,42,212013,293568,3836,47,42,1416,1,K_fire
